"date","rh_ws1","rh_ws2","rh_ws3","rh_ws4","rh_ws5","rh_ws6","rh_ws7","rh_ws8","rh_ws9","rh_ws10","rh_ws11","rh_ws12","rh_ws13","rh_ws14","rh_ws15","rh_ws16","rh_ws17","rh_ws18","rh_ws19","rh_ws20","rh_ws21","rh_ws22","rh_ws23","rh_ws24","rh_ws25","rh_ws26","rh_ws27","rh_ws28"
2005-01-11,78,86.375,82.4166666666667,83.4583333333333,82.125,94.4583333333333,82.7083333333333,80.875,76.375,82.625,81.9583333333333,85.4583333333333,67.6666666666667,80.5416666666667,78.3333333333333,76.875,84.0833333333333,84.375,79.4166666666667,88.9583333333333,80.7916666666667,68.625,82.5416666666667,91.8333333333333,75.75,83.7916666666667,81.8333333333333,88.1666666666667
2005-01-12,81.5833333333333,84.7083333333333,78.7083333333333,84,84.75,83.2916666666667,80.2916666666667,81.4583333333333,75.8333333333333,80.0833333333333,89.125,93.5416666666667,68.2083333333333,87.375,85.2083333333333,86.0416666666667,81.0833333333333,84.8333333333333,82.375,89.5833333333333,86.8333333333333,79.0833333333333,84.2083333333333,85.25,70.4166666666667,82.5416666666667,79.5833333333333,83.2916666666667
2005-01-13,77.3333333333333,78.125,84.2083333333333,80.3333333333333,84,82.3333333333333,82.7083333333333,83.625,80.625,79.2916666666667,88.1666666666667,92.75,69.0416666666667,83.125,84.4583333333333,86.0833333333333,83.875,81.625,77.875,87.625,84.8333333333333,75.0416666666667,83.3333333333333,81,68.25,85.125,81.5416666666667,82.3333333333333
2005-01-14,60.5416666666667,81.7083333333333,72.6666666666667,69.5,72.5,83.5833333333333,79.9166666666667,74.5,71.5,58.1666666666667,72.625,66.3333333333333,68.5,68.6666666666667,62.3333333333333,85.7083333333333,60.2083333333333,79.9166666666667,66.7916666666667,88.875,64.9166666666667,59.375,83.2083333333333,81.25,71.5416666666667,74.9583333333333,71.7083333333333,80.2083333333333
2005-01-15,45.5416666666667,58.7916666666667,64.875,54.375,58.4166666666667,73.625,70.3333333333333,60.4166666666667,60,43.0833333333333,59.0416666666667,63.375,68.9583333333333,68.7916666666667,60.9583333333333,73.0833333333333,42.125,65.125,58.25,77.2083333333333,71.125,51.2916666666667,67.625,63.9166666666667,59.4583333333333,49.875,52.75,55.875
2005-01-16,54.0416666666667,84.0833333333333,66.0833333333333,43.375,81.4583333333333,86.9583333333333,84,81.75,67.5833333333333,76.5833333333333,45.9166666666667,51.75,69.3333333333333,44.5416666666667,74.5416666666667,81.4166666666667,61.3333333333333,83.375,37.2083333333333,89.9166666666667,47.25,36.4583333333333,86.625,85.7916666666667,83.7083333333333,70.875,64.6666666666667,78.9583333333333
2005-01-17,37.0416666666667,42.9583333333333,49.4583333333333,40.0416666666667,50.3333333333333,51.2916666666667,49.875,50.375,50.2083333333333,53.6666666666667,36.75,38.5416666666667,85.0416666666667,38.75,42.9583333333333,54.5416666666667,39.75,54.4166666666667,30.4583333333333,58.4583333333333,34.5833333333333,27.5833333333333,52.0416666666667,45.5,39.125,44.1666666666667,37.5833333333333,45.8333333333333
2005-01-18,33.9166666666667,41.875,34.3333333333333,36.0416666666667,40,39.0416666666667,37.75,43.2916666666667,39.5416666666667,39.7083333333333,38.4583333333333,29.3333333333333,89,35.375,47.875,45.5416666666667,48.0833333333333,42.75,32.25,39.875,26.75,25.4583333333333,44.75,37.6666666666667,35.75,44.8333333333333,40.4583333333333,45.75
2005-01-19,55.7083333333333,79.2916666666667,45.0833333333333,50.4166666666667,58.125,69.0833333333333,56.7916666666667,54.0833333333333,55.5,59.0416666666667,53.875,52.75,76.3333333333333,45.2083333333333,68.375,62.2916666666667,55.9166666666667,58.375,55.7083333333333,60.6666666666667,51.9166666666667,42,61.5833333333333,69.4583333333333,58.875,59.75,62.4583333333333,73.4166666666667
2005-01-20,66.5,76.6666666666667,60.9583333333333,57.9583333333333,59.3333333333333,69.9166666666667,54.5,66.875,72.5416666666667,59.5833333333333,64.7916666666667,62.75,69.375,59.3333333333333,73.1666666666667,62.5833333333333,64.5833333333333,57.5833333333333,65.1666666666667,57.9583333333333,60.3333333333333,61.1666666666667,55.7083333333333,69.625,54.3333333333333,58.0833333333333,68.0416666666667,64.75
2005-01-21,74.3333333333333,84.9583333333333,71.5833333333333,66.5416666666667,73.625,70.4166666666667,78.125,76.75,75.1666666666667,88.0416666666667,96.125,77.4166666666667,69.375,77.4583333333333,92.9166666666667,70.8333333333333,87.5833333333333,77.5,71.5416666666667,80.625,80.7916666666667,83.9166666666667,81.5833333333333,66.9166666666667,74.2916666666667,83.7083333333333,87.0416666666667,90.3333333333333
2005-01-22,65.8333333333333,83.0833333333333,86.25,76.375,74.125,84.625,77.6666666666667,75.1666666666667,87.2083333333333,75.4166666666667,93.25,91.4166666666667,70.8333333333333,86.5416666666667,90.25,81.9583333333333,80.5,75.0833333333333,83.4583333333333,86.5416666666667,88.5833333333333,81,75.9583333333333,87.0416666666667,73.1666666666667,75.3333333333333,77.7916666666667,82.0416666666667
2005-01-23,40.5416666666667,63.0416666666667,55.3333333333333,49.5416666666667,39.2916666666667,62.6666666666667,52.25,43.25,50.3333333333333,50.25,47.375,43.375,68.2916666666667,43.625,56.875,66.2916666666667,49.1666666666667,48.0833333333333,37.4166666666667,58.25,41.0833333333333,43.5833333333333,51.7916666666667,59.8333333333333,46,43.4583333333333,48.0833333333333,53.9583333333333
2005-01-24,41.6666666666667,47.25,43.625,41.875,36.75,47.6666666666667,40.5416666666667,35.8333333333333,52.6666666666667,39.25,41,35.4583333333333,68.5416666666667,39.0833333333333,52.7916666666667,54.5833333333333,40.125,41.875,42.125,45.375,50.25,44.7916666666667,41.5416666666667,40.875,36.625,41.5416666666667,42.1666666666667,41.9166666666667
2005-01-25,59.875,58.0833333333333,39.5833333333333,39.875,47.4583333333333,61.875,49.625,44.6666666666667,52.5833333333333,46.2083333333333,43.1666666666667,35,68.5416666666667,36.7083333333333,48.2916666666667,63.8333333333333,45.5,49.625,41.9166666666667,56.875,38.4166666666667,36.25,52.4166666666667,61,39.2916666666667,48.4166666666667,40.9166666666667,49.6666666666667
2005-01-26,59.6666666666667,66.875,65.5,50.6666666666667,59.2916666666667,68.75,70.4583333333333,58.5416666666667,70.625,62.7916666666667,64.125,54.875,67.7916666666667,57.4166666666667,62.4166666666667,80.0416666666667,60.2083333333333,70.75,55.9583333333333,80.2083333333333,58.875,53.875,66.5833333333333,70.375,57.2916666666667,59.25,59.7916666666667,66.6666666666667
2005-01-27,52.5,47.5833333333333,55.0833333333333,46.7083333333333,49.9583333333333,62.7916666666667,54.5416666666667,52.2083333333333,48.1666666666667,50.6666666666667,47.1666666666667,54.0416666666667,72,42.75,50.875,75.7916666666667,45.7916666666667,51.2916666666667,40.125,60.5,34.25,29.5833333333333,51.2916666666667,64.8333333333333,42.125,53.625,45.9166666666667,53.1666666666667
2005-01-28,25.375,46.75,35.3333333333333,27.5416666666667,34.9583333333333,58.0833333333333,54.9166666666667,38.4166666666667,36.0833333333333,44.4166666666667,35.1666666666667,31.8333333333333,94.9583333333333,34.7916666666667,40.7083333333333,68.2916666666667,34.25,45.0416666666667,21.9583333333333,63.7916666666667,26.7916666666667,22.7916666666667,48.5,59.625,42.875,36.9583333333333,36.4166666666667,44.9166666666667
2005-01-29,64.875,69.5,79.125,67.4583333333333,68.8333333333333,71.9166666666667,67.5,70.0833333333333,62.25,69.7916666666667,66.5416666666667,81.2083333333333,83.6666666666667,73.2916666666667,72.875,77.3333333333333,67.2083333333333,72.2083333333333,65.0416666666667,71.125,71.1666666666667,54.75,70.2083333333333,80,60.875,70.9583333333333,68.3333333333333,71.0833333333333
2005-01-30,74.2916666666667,91.4583333333333,83.4166666666667,88.8333333333333,81.7083333333333,93.8333333333333,87.8333333333333,83.7916666666667,76.4166666666667,87.8333333333333,92.2916666666667,97.1666666666667,69.0833333333333,85.9583333333333,93.375,91.7083333333333,91.2916666666667,85.2916666666667,91,86.8333333333333,79.9583333333333,62.375,87.7916666666667,96.4583333333333,83.1666666666667,85.875,92.5416666666667,90.25
2005-01-31,56.625,69.0416666666667,74,54,60.5,74.75,68.2083333333333,63.375,75.2083333333333,61.4583333333333,60.7916666666667,68.2083333333333,68.75,59.25,74.125,83.875,58.5833333333333,65.125,62.875,73.25,63.4583333333333,52.7916666666667,68.7083333333333,81.9583333333333,59.0833333333333,62.5833333333333,63.2083333333333,64.9166666666667
2005-02-01,65.2083333333333,80.5,65.8333333333333,59.9583333333333,69.0416666666667,82.375,77.875,73.75,69.4583333333333,72.625,73.9166666666667,63.5833333333333,68.75,62.75,79.0833333333333,88.3333333333333,67.2083333333333,71.3333333333333,63.7083333333333,79.0833333333333,62.1666666666667,60.1666666666667,77.6666666666667,87.5833333333333,69.1666666666667,70.625,71.2083333333333,76.4583333333333
2005-02-02,67.7083333333333,72.4583333333333,76,71.25,70.4583333333333,80.5,74.5416666666667,74.2083333333333,68.3333333333333,69.0416666666667,59.6666666666667,84.0416666666667,70.6666666666667,73.9583333333333,63.3333333333333,83.0833333333333,55.9166666666667,70.9166666666667,68.875,76.5833333333333,73.5833333333333,46.625,73.4583333333333,84.3333333333333,66.0416666666667,68.4583333333333,59,68.7916666666667
2005-02-03,83.4583333333333,96,86.9583333333333,89,86.125,97,89.0416666666667,87,86.2083333333333,90.9583333333333,91.125,92.125,69.75,89.75,92.4166666666667,90.7083333333333,84.9166666666667,90.3333333333333,88.0833333333333,87.9583333333333,90,78.875,91.5,100,86.9166666666667,87.9583333333333,86.5,90.625
2005-02-04,82,75.4166666666667,62.5,66.9583333333333,71.125,82,74.25,73.7083333333333,64.9166666666667,71.4166666666667,67.9583333333333,66.25,68.875,65.625,83.25,85.1666666666667,72.5,69.625,64.4583333333333,76.5416666666667,63.4166666666667,46.25,71.9583333333333,90.3333333333333,67.6666666666667,77.4166666666667,73.9583333333333,72.625
2005-02-05,64.5,53.7083333333333,61.4583333333333,51.5833333333333,45.125,58.0833333333333,54.375,55.6666666666667,39.5833333333333,57.4166666666667,46.375,54.25,71.7916666666667,52.3333333333333,56.6666666666667,82.7083333333333,48.875,57.2083333333333,56.1666666666667,60.0833333333333,57.9583333333333,31.4583333333333,51.375,68.5,43.8333333333333,57.5833333333333,56.625,51.875
2005-02-06,54.4583333333333,54.8333333333333,59.4583333333333,40.9166666666667,42.625,65.9583333333333,50.75,50.25,32.375,54.375,44.125,42.75,69.25,46.125,54.4166666666667,86.125,44.375,50.5833333333333,45.75,61.0833333333333,51.4583333333333,38.875,49.125,81.6666666666667,46.5416666666667,64.5,52.1666666666667,51.5
2005-02-07,48.7916666666667,67.0833333333333,57.5416666666667,44.4583333333333,48.2916666666667,87.7083333333333,81.5416666666667,48.3333333333333,41.5833333333333,50.7916666666667,49.5416666666667,44.5,70.9166666666667,46.2083333333333,48.375,93.5,42.9166666666667,69.4583333333333,50.6666666666667,91.4166666666667,56.7083333333333,38.4166666666667,73.25,99.5833333333333,54.9166666666667,56.0833333333333,44.25,55.4166666666667
2005-02-08,59.2916666666667,70.75,59.9166666666667,50.75,55.625,80.1666666666667,71.2083333333333,61.2916666666667,62.25,63.7083333333333,55.1666666666667,62.7083333333333,74.7083333333333,53.25,49.4583333333333,89.9166666666667,60.9166666666667,69.9166666666667,55.5416666666667,88.8333333333333,62.4166666666667,47.875,74.75,75.4583333333333,59,59,45.5416666666667,64.9583333333333
2005-02-09,74.1666666666667,75.375,91.5416666666667,89.4166666666667,76.2083333333333,73.625,70.7083333333333,81.125,80.3333333333333,75.3333333333333,94,98.25,67.6666666666667,90.5,79.5416666666667,81.4166666666667,77.7916666666667,72.7083333333333,88.0416666666667,81.625,88.6666666666667,75.0833333333333,71.2083333333333,78.625,62.875,83.7083333333333,78.7916666666667,77.375
2005-02-10,49,57.6666666666667,64.0416666666667,52.25,51.8333333333333,66.7916666666667,61.1666666666667,53.2083333333333,64.5833333333333,55.8333333333333,55.75,53.1666666666667,70.75,50.2083333333333,62.0833333333333,79.1666666666667,46.5,57.5833333333333,42.6666666666667,66.4166666666667,45.0416666666667,47.0416666666667,59.1666666666667,72,50.6666666666667,51.375,55.1666666666667,58.5416666666667
2005-02-11,40.875,36.7083333333333,54.0833333333333,48.5,36.9583333333333,38.1666666666667,40.75,38.5,61.875,37.4166666666667,46.7083333333333,42.0416666666667,74.3333333333333,47.5,41.2916666666667,43.8333333333333,40.4166666666667,37.0833333333333,43.4166666666667,40.6666666666667,47.125,37.0833333333333,41.4583333333333,35.375,28.875,39.5,38,36.375
2005-02-12,48.75,52.75,41.625,41.5,43.2916666666667,50.25,45.4583333333333,46.5833333333333,64.2916666666667,45.25,48.9166666666667,50.75,83.0416666666667,35.5,50.8333333333333,54,44.5833333333333,50.2083333333333,44.0416666666667,58.2083333333333,31.4583333333333,34.75,46.9583333333333,55.1666666666667,35.5416666666667,43.7916666666667,48.375,46.2916666666667
2005-02-13,65.1666666666667,53.625,81.9166666666667,61.3333333333333,50.4583333333333,54.75,53.875,47.125,69.375,48.0416666666667,63.5,69.375,75.9583333333333,67.8333333333333,49.2916666666667,58.625,55.125,56.0416666666667,71.1666666666667,58.4583333333333,76.7916666666667,65.875,55.9583333333333,68.6666666666667,40.4583333333333,53.3333333333333,52.5833333333333,49.3333333333333
2005-02-14,79.2083333333333,86.5,86.4583333333333,84.375,74.9583333333333,86.8333333333333,81,74.4166666666667,83.5,85.375,97.5,95.0833333333333,66,91.9166666666667,87.5416666666667,80.8333333333333,90.625,77.7916666666667,87.25,81.1666666666667,93.0833333333333,74.9583333333333,83,95.7083333333333,80.375,87.0416666666667,88.75,86.5416666666667
2005-02-15,77.2916666666667,77.3333333333333,81.9166666666667,86.9166666666667,75.2083333333333,77.4166666666667,82.8333333333333,76.75,60.2916666666667,74.7916666666667,72.75,96.25,66.0833333333333,84.3333333333333,72.875,86.7083333333333,74.0833333333333,77.7083333333333,82.5,85.4583333333333,84.0416666666667,78.6666666666667,83.2083333333333,86.1666666666667,65.1666666666667,76.8333333333333,74.7083333333333,75.0833333333333
2005-02-16,79.9166666666667,80.375,80,76.8333333333333,79.4583333333333,75.7916666666667,79.9583333333333,80.9583333333333,75.5833333333333,81.9166666666667,73.1666666666667,79.9166666666667,67.5,73.5,68.2916666666667,90.5,69.9166666666667,82.0833333333333,75.0416666666667,94.375,71.8333333333333,67.9166666666667,79.7916666666667,86.8333333333333,70.8333333333333,79.9166666666667,69.7916666666667,75.1666666666667
2005-02-17,39.3333333333333,51.0833333333333,48.3333333333333,44,45.75,52.6666666666667,54.4166666666667,44.2083333333333,46.2916666666667,48.8333333333333,47.5,42.8333333333333,68.3333333333333,40.5,51.1666666666667,65.3333333333333,45.7083333333333,57.3333333333333,40.5,61.7916666666667,40.375,33.25,60,58.75,41.2083333333333,42.9166666666667,44.0833333333333,46.6666666666667
2005-02-18,40.2083333333333,47.0416666666667,43.0833333333333,36.125,51.375,54.4166666666667,51.2083333333333,44.8333333333333,45.625,47.4166666666667,38.2916666666667,35.9166666666667,69.375,35.0416666666667,42.7083333333333,54.4166666666667,39.9583333333333,55.625,26.25,47.375,31.6666666666667,32.4583333333333,56.3333333333333,52.625,48.2916666666667,50.5833333333333,35.2916666666667,45
2005-02-19,55.9583333333333,59.125,48.125,42.5833333333333,53.9583333333333,60.8333333333333,59.2083333333333,50.375,35.625,60.25,48.0416666666667,43.2916666666667,67.8333333333333,41.3333333333333,50.2916666666667,61.3333333333333,49,64.1666666666667,51.2083333333333,58.5416666666667,34.7916666666667,40.4166666666667,62.4583333333333,67.7916666666667,46.75,57.5416666666667,45.2083333333333,55.2916666666667
2005-02-20,71.4583333333333,75.5,81.2083333333333,72.5833333333333,65.5416666666667,73.0833333333333,70.7083333333333,62.2916666666667,59.3333333333333,75.0833333333333,57.8333333333333,77,67.875,65.125,73.4583333333333,65.25,61.6666666666667,66.5416666666667,63.9583333333333,65.4166666666667,67.625,45.5,69.9166666666667,79.7083333333333,65.1666666666667,75.2083333333333,64.875,77.0833333333333
2005-02-21,63.4583333333333,89.4583333333333,85.375,93.75,83.0416666666667,84.875,83.3333333333333,85.5833333333333,64.0833333333333,67.625,98.5416666666667,91.8333333333333,67.4166666666667,92.875,93.1666666666667,91.75,89.625,81.125,91.6666666666667,88.6666666666667,80.2083333333333,85.8333333333333,81.5833333333333,90.4166666666667,75.875,97,91.5416666666667,91
2005-02-22,85,88.5,64.4583333333333,69.875,75.4166666666667,86.3333333333333,88.0833333333333,77.875,49.9166666666667,86.7083333333333,75.2083333333333,69.5833333333333,68.1666666666667,58.375,87.4583333333333,92.625,75.4166666666667,81.7916666666667,69.125,90.75,53.125,53.6666666666667,83.375,93.0416666666667,76.8333333333333,80.5,81.5833333333333,92.0416666666667
2005-02-23,58.7083333333333,75.6666666666667,55.2916666666667,54.4166666666667,70,78.5833333333333,76.8333333333333,69.25,54.6666666666667,71.375,55.4583333333333,53.0416666666667,68.4166666666667,53.375,66.5,77.5,64.0416666666667,77.75,60.7083333333333,78.7083333333333,53.8333333333333,38.375,74.1666666666667,84.0416666666667,63,66.9166666666667,64,69.3333333333333
2005-02-24,62,91.2916666666667,87.1666666666667,87.7916666666667,88.625,88.5416666666667,86.25,90.5,87,89.4166666666667,93.0416666666667,83.6666666666667,69.9166666666667,85.1666666666667,91.625,91.8333333333333,87.25,89.8333333333333,85.4583333333333,90.1666666666667,85.625,77.4166666666667,89.3333333333333,95.5833333333333,78.5416666666667,90.7083333333333,87.75,91.875
2005-02-25,78.625,82.75,61.875,67.9166666666667,75.1666666666667,79.1666666666667,77.875,79.5833333333333,60.5416666666667,78.9166666666667,71.0833333333333,73.0833333333333,69.8333333333333,69.75,86.3333333333333,78.0833333333333,79.9583333333333,76.4583333333333,71.9166666666667,78.9166666666667,69.5,55.0416666666667,77.7916666666667,88.125,73,78.375,77.4166666666667,80.375
2005-02-26,69.4583333333333,77.3333333333333,62.4166666666667,63.75,71.1666666666667,71.625,71.9166666666667,71,48.9583333333333,72.5833333333333,61.6666666666667,66.625,68.5,64.4583333333333,71.875,72,67.5,70.1666666666667,68.75,69.7083333333333,66.2083333333333,56,62.5416666666667,78.7916666666667,66.375,73.6666666666667,67.2916666666667,76.9166666666667
2005-02-27,68.875,70.125,79.4583333333333,64.8333333333333,70.6666666666667,71.625,74.2083333333333,73.625,70.625,74.8333333333333,72.0833333333333,71.3333333333333,70.4166666666667,75.25,72.125,73.125,70.2083333333333,72.375,71.7916666666667,76.0416666666667,74.5416666666667,59.8333333333333,58.9166666666667,72.7083333333333,63.8333333333333,79.8333333333333,70,72.625
2005-02-28,72.2083333333333,94.7916666666667,90.5,90.8333333333333,87.5,94.0416666666667,87.3333333333333,89,87.5,94.2083333333333,98,86.3333333333333,69.5833333333333,94.8333333333333,98.5416666666667,90.7083333333333,93.875,89.4583333333333,89,87.625,92.3333333333333,83.125,86.5416666666667,99.25,83.125,93.4583333333333,93.5833333333333,96.0416666666667
2005-03-01,52.6666666666667,60.1666666666667,52.125,44.75,48.8333333333333,62.6666666666667,54.875,51.7916666666667,68.75,55.0416666666667,51.4583333333333,45.7916666666667,69.2916666666667,48.9583333333333,60.0833333333333,61.375,53.5,52.9583333333333,43.7083333333333,58.5416666666667,44.375,41.125,57.1666666666667,67.1666666666667,46.6666666666667,53.2083333333333,54.2916666666667,58.5416666666667
2005-03-02,46.375,42.625,48.7916666666667,42.4583333333333,41.625,44.9166666666667,40.7916666666667,40.9166666666667,56.4166666666667,40,39.875,40.2083333333333,68.875,41.25,45.0833333333333,42.8333333333333,40.25,41.5416666666667,33.75,43.875,38.75,34.4583333333333,40.0416666666667,42.2083333333333,35.4583333333333,41.9583333333333,40.0416666666667,41.5833333333333
2005-03-03,50.75,46.8333333333333,43.4166666666667,38.1666666666667,48.9166666666667,46.375,44.7083333333333,44.0416666666667,39.5833333333333,42.6666666666667,40.4583333333333,41.625,68.4583333333333,31.9583333333333,43.8333333333333,41.7083333333333,47.625,43.3333333333333,43,43.3333333333333,31.25,29.5416666666667,46.7916666666667,42.8333333333333,37.6666666666667,52.8333333333333,46.8333333333333,44.75
2005-03-04,47.4166666666667,54.6666666666667,53.7916666666667,44.0416666666667,51.0833333333333,54.5,54.9583333333333,46.5416666666667,47.6666666666667,49.7083333333333,47.625,44.6666666666667,67.9166666666667,46.6666666666667,53.4166666666667,54.4583333333333,46.0833333333333,58.75,43.8333333333333,58,49.7916666666667,44.4166666666667,57.1666666666667,57.8333333333333,47.5416666666667,50.7916666666667,49.125,53.4583333333333
2005-03-05,64.8333333333333,78.7083333333333,55,43.8333333333333,55.9166666666667,74.625,57.7083333333333,55.625,71.625,67.0416666666667,73.4583333333333,44.875,67.7083333333333,45.8333333333333,80.125,69.5,65.0833333333333,59.2916666666667,40.9583333333333,71.0833333333333,46.0833333333333,52.2916666666667,61.6666666666667,90.2083333333333,54.75,59.5,64.875,66.1666666666667
2005-03-06,56.625,61.7083333333333,49.3333333333333,49.7083333333333,65.75,64.75,62.375,64.5833333333333,44,64.125,52.625,44.125,68.125,40.9583333333333,59.9583333333333,71.2083333333333,52.9583333333333,65.7083333333333,48,74.1666666666667,34.5833333333333,32.9583333333333,66.5,70.5833333333333,52.5833333333333,61.5416666666667,59.2083333333333,59.2916666666667
2005-03-07,48.4583333333333,47.125,66.1666666666667,52.25,48.0833333333333,49.75,50.9166666666667,47.0416666666667,47.625,44.75,51.9166666666667,58.375,68.7083333333333,46.9166666666667,44.2916666666667,73.375,43.2083333333333,53.0416666666667,55.9583333333333,73.7083333333333,48.2083333333333,39.875,58.3333333333333,53.7916666666667,34.7083333333333,42.7916666666667,43.0416666666667,43.4166666666667
2005-03-08,45.4166666666667,69.9583333333333,66.375,61.2916666666667,54.125,67.6666666666667,57.7916666666667,55.0833333333333,70.625,60.9583333333333,66.1666666666667,57.2916666666667,70.25,57.8333333333333,67.0416666666667,74.3333333333333,64.75,56.5833333333333,54.5416666666667,67.0833333333333,54.4583333333333,52.375,57.875,77,53.4583333333333,59.5416666666667,64.1666666666667,65.875
2005-03-09,49.4166666666667,55.4166666666667,51.6666666666667,48.4166666666667,53.5416666666667,48.0833333333333,49.875,54.75,49.9583333333333,52.2916666666667,44.0833333333333,47.9166666666667,69.375,42.5833333333333,50.875,46.1666666666667,50,52.3333333333333,40.375,49.25,39.375,32.625,49.5833333333333,47.9166666666667,40.875,54.75,49.7916666666667,54.25
2005-03-10,59.75,56.2083333333333,48.125,46.1666666666667,51.2083333333333,52.7916666666667,54.6666666666667,51.2083333333333,39.5,48.25,45.0833333333333,48.0833333333333,68.4166666666667,39.875,44.5416666666667,51.0833333333333,43.6666666666667,54.875,41,54.4583333333333,34.625,27.0833333333333,55.2916666666667,55.2916666666667,43.5833333333333,47.9583333333333,40.625,53.5833333333333
2005-03-11,60.2083333333333,67.5,56.125,45.75,48.5833333333333,63.6666666666667,59,53.7916666666667,71.0416666666667,61.5416666666667,62.3333333333333,47.2916666666667,68.625,49.9583333333333,67.9166666666667,60.5416666666667,58.9166666666667,58.5833333333333,44.9166666666667,70.0416666666667,46.25,49.625,60.7916666666667,73.3333333333333,50,56.5416666666667,61.625,64.1666666666667
